from,to
example.imagetaskgang.Options,example.imagetaskgang
example.imagetaskgang.Options.mUniqueInstance,example.imagetaskgang
example.imagetaskgang.Options.mUniqueInstance,example.imagetaskgang.Options
example.imagetaskgang.Options.mPathname,example.imagetaskgang.Options
example.imagetaskgang.Options.mSeparator,example.imagetaskgang.Options
example.imagetaskgang.Options.mInputSource,example.imagetaskgang.Options
example.imagetaskgang.Options.mDiagnosticsEnabled,example.imagetaskgang.Options
example.imagetaskgang.Options.instance(),example.imagetaskgang.Options
example.imagetaskgang.Options.instance(),example.imagetaskgang
example.imagetaskgang.Options.instance(),example.imagetaskgang.Options.mUniqueInstance
example.imagetaskgang.Options.getURLFilePathname(),example.imagetaskgang.Options
example.imagetaskgang.Options.getURLFilePathname(),example.imagetaskgang.Options.mPathname
example.imagetaskgang.Options.getSeparator(),example.imagetaskgang.Options
example.imagetaskgang.Options.getSeparator(),example.imagetaskgang.Options.mSeparator
example.imagetaskgang.Options.getInputSource(),example.imagetaskgang.Options
example.imagetaskgang.Options.getInputSource(),example.imagetaskgang.Options.mInputSource
example.imagetaskgang.Options.diagnosticsEnabled(),example.imagetaskgang.Options
example.imagetaskgang.Options.diagnosticsEnabled(),example.imagetaskgang.Options.mDiagnosticsEnabled
example.imagetaskgang.Options.parseArgs(String argv[]),example.imagetaskgang.Options
example.imagetaskgang.Options.parseArgs(String argv[]),example.imagetaskgang.Options.mPathname
example.imagetaskgang.Options.parseArgs(String argv[]),example.imagetaskgang.Options.mDiagnosticsEnabled
example.imagetaskgang.Options.parseArgs(String argv[]),example.imagetaskgang.Options.mSeparator
example.imagetaskgang.Options.parseArgs(String argv[]),example.imagetaskgang.Options.mInputSource
example.imagetaskgang.Options.parseArgs(String argv[]),example.imagetaskgang.Options.printUsage()
example.imagetaskgang.Options.printUsage(),example.imagetaskgang.Options
example.imagetaskgang.Options.Options(),example.imagetaskgang.Options
example.imagetaskgang.ResultsActivity,example.imagetaskgang
example.imagetaskgang.ResultsActivity.mFilterNames,example.imagetaskgang.ResultsActivity
example.imagetaskgang.ResultsActivity.mLayout,example.imagetaskgang.ResultsActivity
example.imagetaskgang.ResultsActivity.mColWidth,example.imagetaskgang.ResultsActivity
example.imagetaskgang.ResultsActivity.mNumCols,example.imagetaskgang.ResultsActivity
example.imagetaskgang.ResultsActivity.COL_WIDTH,example.imagetaskgang.ResultsActivity
example.imagetaskgang.ResultsActivity.imageAdapter,example.imagetaskgang
example.imagetaskgang.ResultsActivity.imageAdapter,example.imagetaskgang.ResultsActivity.ImageAdapter
example.imagetaskgang.ResultsActivity.imageAdapter,example.imagetaskgang.ResultsActivity
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang.ResultsActivity
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang.R
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang.R.layout
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang.R.layout.activity_result
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang.ResultsActivity.mLayout
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang.R.id
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang.R.id.buttonList
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang.ResultsActivity.ImageAdapter
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang.ResultsActivity.imageAdapter
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang.R.id.imageGrid
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang.ResultsActivity.mFilterNames
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang.MainActivity
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang.MainActivity.FILTER_EXTRA
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang.ResultsActivity.configureGridView(GridView imageGrid)
example.imagetaskgang.ResultsActivity.onCreate(Bundle savedInstanceState),example.imagetaskgang.ResultsActivity.addResultButton(String filterName)
example.imagetaskgang.ResultsActivity.addResultButton(String filterName),example.imagetaskgang.ResultsActivity
example.imagetaskgang.ResultsActivity.addResultButton(String filterName),example.imagetaskgang
example.imagetaskgang.ResultsActivity.addResultButton(String filterName),example.imagetaskgang.R
example.imagetaskgang.ResultsActivity.addResultButton(String filterName),example.imagetaskgang.R.layout
example.imagetaskgang.ResultsActivity.addResultButton(String filterName),example.imagetaskgang.R.layout.result_button
example.imagetaskgang.ResultsActivity.addResultButton(String filterName),example.imagetaskgang.ResultsActivity.ImageAdapter
example.imagetaskgang.ResultsActivity.addResultButton(String filterName),example.imagetaskgang.ResultsActivity.imageAdapter
example.imagetaskgang.ResultsActivity.addResultButton(String filterName),example.imagetaskgang.PlatformStrategy
example.imagetaskgang.ResultsActivity.addResultButton(String filterName),example.imagetaskgang.ResultsActivity.mLayout
example.imagetaskgang.ResultsActivity.configureGridView(GridView imageGrid),example.imagetaskgang.ResultsActivity
example.imagetaskgang.ResultsActivity.configureGridView(GridView imageGrid),example.imagetaskgang.ResultsActivity.mNumCols
example.imagetaskgang.ResultsActivity.configureGridView(GridView imageGrid),example.imagetaskgang.ResultsActivity.COL_WIDTH
example.imagetaskgang.ResultsActivity.configureGridView(GridView imageGrid),example.imagetaskgang.ResultsActivity.mColWidth
example.imagetaskgang.ResultsActivity.ImageAdapter,example.imagetaskgang
example.imagetaskgang.ResultsActivity.ImageAdapter.mContext,example.imagetaskgang.ResultsActivity.ImageAdapter
example.imagetaskgang.ResultsActivity.ImageAdapter.mPadding,example.imagetaskgang.ResultsActivity.ImageAdapter
example.imagetaskgang.ResultsActivity.ImageAdapter.mBitmaps,example.imagetaskgang.ResultsActivity.ImageAdapter
example.imagetaskgang.ResultsActivity.ImageAdapter.ImageAdapter(Context c),example.imagetaskgang.ResultsActivity.ImageAdapter
example.imagetaskgang.ResultsActivity.ImageAdapter.ImageAdapter(Context c),example.imagetaskgang.ResultsActivity.ImageAdapter.mContext
example.imagetaskgang.ResultsActivity.ImageAdapter.ImageAdapter(Context c),example.imagetaskgang.ResultsActivity.ImageAdapter.mBitmaps
example.imagetaskgang.ResultsActivity.ImageAdapter.getCount(),example.imagetaskgang.ResultsActivity.ImageAdapter
example.imagetaskgang.ResultsActivity.ImageAdapter.getCount(),example.imagetaskgang.ResultsActivity.ImageAdapter.mBitmaps
example.imagetaskgang.ResultsActivity.ImageAdapter.getItem(int position),example.imagetaskgang.ResultsActivity.ImageAdapter
example.imagetaskgang.ResultsActivity.ImageAdapter.getItem(int position),example.imagetaskgang.ResultsActivity.ImageAdapter.mBitmaps
example.imagetaskgang.ResultsActivity.ImageAdapter.getItemId(int position),example.imagetaskgang.ResultsActivity.ImageAdapter
example.imagetaskgang.ResultsActivity.ImageAdapter.getView(int position; View convertView; ViewGroup parent),example.imagetaskgang.ResultsActivity.ImageAdapter
example.imagetaskgang.ResultsActivity.ImageAdapter.getView(int position; View convertView; ViewGroup parent),example.imagetaskgang.ResultsActivity.ImageAdapter.mContext
example.imagetaskgang.ResultsActivity.ImageAdapter.getView(int position; View convertView; ViewGroup parent),example.imagetaskgang.ResultsActivity
example.imagetaskgang.ResultsActivity.ImageAdapter.getView(int position; View convertView; ViewGroup parent),example.imagetaskgang.ResultsActivity.mColWidth
example.imagetaskgang.ResultsActivity.ImageAdapter.getView(int position; View convertView; ViewGroup parent),example.imagetaskgang.ResultsActivity.ImageAdapter.mPadding
example.imagetaskgang.ResultsActivity.ImageAdapter.getView(int position; View convertView; ViewGroup parent),example.imagetaskgang.ResultsActivity.ImageAdapter.mBitmaps
example.imagetaskgang.ResultsActivity.ImageAdapter.setBitmaps(String filterPath),example.imagetaskgang.ResultsActivity.ImageAdapter
example.imagetaskgang.ResultsActivity.ImageAdapter.setBitmaps(String filterPath),example.imagetaskgang.ResultsActivity.ImageAdapter.mBitmaps
example.imagetaskgang.FilterDecorator,example.imagetaskgang
example.imagetaskgang.FilterDecorator,example.imagetaskgang.Filter
example.imagetaskgang.FilterDecorator.applyFilter(ImageEntity imageEntity),example.imagetaskgang.Filter.applyFilter(ImageEntity imageEntity)
example.imagetaskgang.FilterDecorator.applyFilter(ImageEntity imageEntity),example.imagetaskgang.Filter
example.imagetaskgang.FilterDecorator.mFilter,example.imagetaskgang
example.imagetaskgang.FilterDecorator.mFilter,example.imagetaskgang.Filter
example.imagetaskgang.FilterDecorator.mFilter,example.imagetaskgang.FilterDecorator
example.imagetaskgang.FilterDecorator.FilterDecorator(Filter filter),example.imagetaskgang.FilterDecorator
example.imagetaskgang.FilterDecorator.FilterDecorator(Filter filter),example.imagetaskgang.Filter
example.imagetaskgang.FilterDecorator.FilterDecorator(Filter filter),example.imagetaskgang
example.imagetaskgang.FilterDecorator.FilterDecorator(Filter filter),example.imagetaskgang.FilterDecorator.mFilter
example.imagetaskgang.FilterDecorator.FilterDecorator(Filter filter),example.imagetaskgang.Filter.getName()
example.imagetaskgang.FilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang.FilterDecorator
example.imagetaskgang.FilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang.ImageEntity
example.imagetaskgang.FilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang
example.imagetaskgang.FilterDecorator.applyFilter(ImageEntity imageEntity),example.imagetaskgang.FilterDecorator
example.imagetaskgang.FilterDecorator.applyFilter(ImageEntity imageEntity),example.imagetaskgang.ImageEntity
example.imagetaskgang.FilterDecorator.applyFilter(ImageEntity imageEntity),example.imagetaskgang
example.imagetaskgang.FilterDecorator.applyFilter(ImageEntity imageEntity),example.imagetaskgang.FilterDecorator.mFilter
example.imagetaskgang.FilterDecorator.applyFilter(ImageEntity imageEntity),example.imagetaskgang.FilterDecorator.decorate(ImageEntity imageEntity)
example.imagetaskgang.FilterDecorator.applyFilter(ImageEntity imageEntity),example.imagetaskgang.Filter.filter(ImageEntity imageEntity)
example.imagetaskgang.Image,example.imagetaskgang
example.imagetaskgang.NullFilter,example.imagetaskgang
example.imagetaskgang.NullFilter,example.imagetaskgang.Filter
example.imagetaskgang.NullFilter.NullFilter(),example.imagetaskgang.Filter.Filter()
example.imagetaskgang.NullFilter.NullFilter(),example.imagetaskgang.Filter
example.imagetaskgang.NullFilter.NullFilter(String name),example.imagetaskgang.Filter.Filter(String filterName)
example.imagetaskgang.NullFilter.NullFilter(String name),example.imagetaskgang.Filter
example.imagetaskgang.NullFilter.applyFilter(ImageEntity imageEntity),example.imagetaskgang.Filter.applyFilter(ImageEntity imageEntity)
example.imagetaskgang.NullFilter.applyFilter(ImageEntity imageEntity),example.imagetaskgang.Filter
example.imagetaskgang.NullFilter.NullFilter(),example.imagetaskgang.NullFilter
example.imagetaskgang.NullFilter.NullFilter(String name),example.imagetaskgang.NullFilter
example.imagetaskgang.NullFilter.applyFilter(ImageEntity imageEntity),example.imagetaskgang.NullFilter
example.imagetaskgang.NullFilter.applyFilter(ImageEntity imageEntity),example.imagetaskgang.ImageEntity
example.imagetaskgang.NullFilter.applyFilter(ImageEntity imageEntity),example.imagetaskgang
example.imagetaskgang.OutputFilterDecorator,example.imagetaskgang
example.imagetaskgang.OutputFilterDecorator,example.imagetaskgang.FilterDecorator
example.imagetaskgang.OutputFilterDecorator.OutputFilterDecorator(Filter filter),example.imagetaskgang.FilterDecorator.FilterDecorator(Filter filter)
example.imagetaskgang.OutputFilterDecorator.OutputFilterDecorator(Filter filter),example.imagetaskgang.FilterDecorator
example.imagetaskgang.OutputFilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang.FilterDecorator.decorate(ImageEntity imageEntity)
example.imagetaskgang.OutputFilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang.FilterDecorator
example.imagetaskgang.OutputFilterDecorator.OutputFilterDecorator(Filter filter),example.imagetaskgang.OutputFilterDecorator
example.imagetaskgang.OutputFilterDecorator.OutputFilterDecorator(Filter filter),example.imagetaskgang.Filter
example.imagetaskgang.OutputFilterDecorator.OutputFilterDecorator(Filter filter),example.imagetaskgang
example.imagetaskgang.OutputFilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang.OutputFilterDecorator
example.imagetaskgang.OutputFilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang.ImageEntity
example.imagetaskgang.OutputFilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang
example.imagetaskgang.OutputFilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang.PlatformStrategy
example.imagetaskgang.OutputFilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang.Filter
example.imagetaskgang.OutputFilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang.PlatformStrategy.getDirectoryPath()
example.imagetaskgang.OutputFilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang.PlatformStrategy.instance()
example.imagetaskgang.OutputFilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang.Filter.getName()
example.imagetaskgang.OutputFilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang.ImageEntity.getFileName()
example.imagetaskgang.OutputFilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang.PlatformStrategy.storeImage(Image image; FileOutputStream outputFile)
example.imagetaskgang.OutputFilterDecorator.decorate(ImageEntity imageEntity),example.imagetaskgang.ImageEntity.getImage()
example.imagetaskgang.TaskGang,example.imagetaskgang
example.imagetaskgang.TaskGang.mInput,example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.mExecutor,example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.mCurrentCycle,example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.getInput(),example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.getInput(),example.imagetaskgang.TaskGang<E>
example.imagetaskgang.TaskGang.getInput(),example.imagetaskgang.TaskGang<E>.mInput
example.imagetaskgang.TaskGang.setInput(List<E> input),example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.setInput(List<E> input),example.imagetaskgang.TaskGang<E>
example.imagetaskgang.TaskGang.setInput(List<E> input),example.imagetaskgang.TaskGang<E>.mInput
example.imagetaskgang.TaskGang.setExecutor(Executor executor),example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.setExecutor(Executor executor),example.imagetaskgang.TaskGang<E>
example.imagetaskgang.TaskGang.setExecutor(Executor executor),example.imagetaskgang.TaskGang<E>.mExecutor
example.imagetaskgang.TaskGang.getExecutor(),example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.getExecutor(),example.imagetaskgang.TaskGang<E>
example.imagetaskgang.TaskGang.getExecutor(),example.imagetaskgang.TaskGang<E>.mExecutor
example.imagetaskgang.TaskGang.incrementCycle(),example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.incrementCycle(),example.imagetaskgang.TaskGang<E>
example.imagetaskgang.TaskGang.incrementCycle(),example.imagetaskgang.TaskGang<E>.mCurrentCycle
example.imagetaskgang.TaskGang.currentCycle(),example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.currentCycle(),example.imagetaskgang.TaskGang<E>
example.imagetaskgang.TaskGang.currentCycle(),example.imagetaskgang.TaskGang<E>.mCurrentCycle
example.imagetaskgang.TaskGang.getNextInput(),example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.initiateHook(int inputSize),example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.initiateTaskGang(int inputSize),example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.advanceTaskToNextCycle(),example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.awaitTasksDone(),example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.taskDone(int index),example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.processInput(E inputData),example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.run(),example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.run(),example.imagetaskgang.TaskGang<E>
example.imagetaskgang.TaskGang.makeTask(final int index),example.imagetaskgang.TaskGang
example.imagetaskgang.TaskGang.makeTask(final int index),example.imagetaskgang.TaskGang<E>
example.imagetaskgang.ImageEntity,example.imagetaskgang
example.imagetaskgang.ImageEntity.mImage,example.imagetaskgang
example.imagetaskgang.ImageEntity.mImage,example.imagetaskgang.Image
example.imagetaskgang.ImageEntity.mImage,example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.mSourceUrl,example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.mFilterName,example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.mSucceeded,example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.ImageEntity(URL sourceURL; byte[] imageData),example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.ImageEntity(URL sourceURL; byte[] imageData),example.imagetaskgang.ImageEntity.mSourceUrl
example.imagetaskgang.ImageEntity.ImageEntity(URL sourceURL; byte[] imageData),example.imagetaskgang.ImageEntity.mFilterName
example.imagetaskgang.ImageEntity.ImageEntity(URL sourceURL; byte[] imageData),example.imagetaskgang.ImageEntity.mSucceeded
example.imagetaskgang.ImageEntity.ImageEntity(URL sourceURL; byte[] imageData),example.imagetaskgang.ImageEntity.setImage(byte[] imageData)
example.imagetaskgang.ImageEntity.ImageEntity(URL sourceURL; Image image),example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.ImageEntity(URL sourceURL; Image image),example.imagetaskgang.Image
example.imagetaskgang.ImageEntity.ImageEntity(URL sourceURL; Image image),example.imagetaskgang
example.imagetaskgang.ImageEntity.ImageEntity(URL sourceURL; Image image),example.imagetaskgang.ImageEntity.mSourceUrl
example.imagetaskgang.ImageEntity.ImageEntity(URL sourceURL; Image image),example.imagetaskgang.ImageEntity.mFilterName
example.imagetaskgang.ImageEntity.ImageEntity(URL sourceURL; Image image),example.imagetaskgang.ImageEntity.mSucceeded
example.imagetaskgang.ImageEntity.ImageEntity(URL sourceURL; Image image),example.imagetaskgang.ImageEntity.mImage
example.imagetaskgang.ImageEntity.setImage(byte[] imageData),example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.setImage(byte[] imageData),example.imagetaskgang.Image
example.imagetaskgang.ImageEntity.setImage(byte[] imageData),example.imagetaskgang.ImageEntity.mImage
example.imagetaskgang.ImageEntity.setImage(byte[] imageData),example.imagetaskgang
example.imagetaskgang.ImageEntity.setImage(byte[] imageData),example.imagetaskgang.PlatformStrategy
example.imagetaskgang.ImageEntity.setImage(byte[] imageData),example.imagetaskgang.PlatformStrategy.makeImage(byte[] imageData)
example.imagetaskgang.ImageEntity.setImage(byte[] imageData),example.imagetaskgang.PlatformStrategy.instance()
example.imagetaskgang.ImageEntity.getImage(),example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.getImage(),example.imagetaskgang.Image
example.imagetaskgang.ImageEntity.getImage(),example.imagetaskgang
example.imagetaskgang.ImageEntity.getImage(),example.imagetaskgang.ImageEntity.mImage
example.imagetaskgang.ImageEntity.setSourceURL(URL url),example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.setSourceURL(URL url),example.imagetaskgang.ImageEntity.mSourceUrl
example.imagetaskgang.ImageEntity.getSourceURL(),example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.getSourceURL(),example.imagetaskgang.ImageEntity.mSourceUrl
example.imagetaskgang.ImageEntity.setFilterName(Filter filter),example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.setFilterName(Filter filter),example.imagetaskgang.Filter
example.imagetaskgang.ImageEntity.setFilterName(Filter filter),example.imagetaskgang
example.imagetaskgang.ImageEntity.setFilterName(Filter filter),example.imagetaskgang.ImageEntity.mFilterName
example.imagetaskgang.ImageEntity.setFilterName(Filter filter),example.imagetaskgang.Filter.getName()
example.imagetaskgang.ImageEntity.getFilterName(),example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.getFilterName(),example.imagetaskgang.ImageEntity.mFilterName
example.imagetaskgang.ImageEntity.setSucceeded(boolean succeeded),example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.setSucceeded(boolean succeeded),example.imagetaskgang.ImageEntity.mSucceeded
example.imagetaskgang.ImageEntity.getSucceeded(),example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.getSucceeded(),example.imagetaskgang.ImageEntity.mSucceeded
example.imagetaskgang.ImageEntity.getFileName(),example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.getFileName(),example.imagetaskgang.ImageEntity.mSourceUrl
example.imagetaskgang.ImageEntity.getFormatName(),example.imagetaskgang.ImageEntity
example.imagetaskgang.ImageEntity.getFormatName(),example.imagetaskgang.ImageEntity.mSourceUrl
example.imagetaskgang.PlatformStrategy,example.imagetaskgang
example.imagetaskgang.PlatformStrategy.sUniqueInstance,example.imagetaskgang
example.imagetaskgang.PlatformStrategy.sUniqueInstance,example.imagetaskgang.PlatformStrategy
